1;arms_factory;3330.00;10.07;1467.00;0.85;0
1;arms_factory;3332.00;10.15;1461.00;3.52;0
1;arms_factory;3341.00;9.95;1484.00;5.08;0
1;arms_factory;3314.00;10.82;1440.00;2.92;0
1;arms_factory;3306.00;10.48;1443.00;5.58;0
1;arms_factory;3280.00;10.60;1427.00;1.96;0
1;industrial_complex;3289.00;10.78;1423.00;4.98;0
1;industrial_complex;3344.00;10.10;1478.00;6.19;0
1;industrial_complex;3355.00;10.10;1468.00;4.03;0
1;industrial_complex;3336.00;9.90;1482.00;0.41;0
1;industrial_complex;3349.00;9.90;1491.00;1.97;0
1;industrial_complex;3301.00;10.40;1434.00;4.63;0
1;air_base;3296.00;11.18;1411.00;2.47;0
1;supply_node;3323.00;10.07;1465.00;5.93;0
1;supply_node;3303.00;10.73;1425.00;2.58;0
1;supply_node;3367.00;9.95;1500.00;5.16;0
1;supply_node;3277.00;10.18;1435.00;1.82;0
1;supply_node;3346.00;11.40;1443.00;3.29;0
1;supply_node;3303.00;10.10;1452.00;1.05;0
1;supply_node;3263.00;10.35;1400.00;3.99;0
1;supply_node;3352.00;9.90;1491.00;5.47;0
1;supply_node;3255.00;10.10;1430.00;2.12;0
1;supply_node;3334.00;9.90;1481.00;4.71;0
1;supply_node;3321.00;10.82;1444.00;1.36;0
1;supply_node;3269.00;10.48;1418.00;4.29;0
1;supply_node;3359.00;10.05;1470.00;0.59;0
1;supply_node;3320.00;9.78;1482.00;3.53;0
1;supply_node;3311.00;9.80;1468.00;5.01;0
1;supply_node;3346.00;10.00;1470.00;2.76;0
1;supply_node;3337.00;10.35;1459.00;5.70;0
1;supply_node;3361.00;10.43;1455.00;0.90;0
1;supply_node;3261.00;9.90;1439.00;4.94;0
1;supply_node;3293.00;10.20;1440.00;0.13;0
1;supply_node;3240.00;10.05;1431.00;3.07;0
1;supply_node;3246.00;10.30;1415.00;0.83;0
1;supply_node;3285.00;10.90;1413.00;2.31;0
1;naval_base;3284.00;9.57;1447.00;-2.55;1729
1;naval_base;3365.00;9.80;1504.00;-3.39;1166
1;naval_base;3321.00;9.70;1487.00;-3.14;1729
1;naval_base;3346.00;9.50;1497.00;-2.50;1729
1;naval_base;3331.00;9.75;1488.00;-3.03;1729
1;naval_base;3261.00;9.75;1443.00;-3.61;1729
1;naval_base;3308.00;9.50;1471.00;-2.50;1729
1;naval_base;3298.00;9.78;1458.00;-2.43;1729
1;naval_base;3246.00;9.55;1438.00;-3.70;1523
1;naval_base;3279.00;9.80;1445.00;-3.03;1729
1;naval_base;3248.00;9.53;1442.00;-2.65;1523
1;bunker;3332.00;9.93;1474.00;3.21;0
1;bunker;3352.00;10.12;1476.00;6.23;0
1;bunker;3295.00;10.40;1432.00;1.16;0
1;bunker;3358.00;9.90;1500.00;5.28;0
1;bunker;3321.00;10.75;1445.00;0.55;0
1;bunker;3308.00;10.53;1444.00;3.22;0
1;bunker;3316.00;9.90;1469.00;5.88;0
1;bunker;3260.00;10.38;1420.00;3.73;0
1;bunker;3253.00;10.40;1406.00;3.83;0
1;bunker;3346.00;10.90;1450.00;1.67;0
1;bunker;3323.00;9.82;1479.00;4.33;0
1;bunker;3331.00;10.12;1461.00;0.71;0
1;bunker;3280.00;10.70;1419.00;3.73;0
1;bunker;3290.00;10.10;1439.00;0.11;0
1;bunker;3366.00;10.30;1453.00;2.78;0
1;bunker;3277.00;10.35;1433.00;5.44;0
1;bunker;3355.00;10.10;1476.00;2.17;0
1;bunker;3370.00;10.10;1497.00;4.84;0
1;bunker;3250.00;9.98;1435.00;1.23;0
1;bunker;3235.00;10.18;1429.00;2.78;0
1;bunker;3248.00;10.30;1423.00;0.62;0
1;bunker;3267.00;10.12;1435.00;1.83;0
1;bunker;3308.00;9.75;1467.00;5.95;0
1;coastal_bunker;3336.00;9.53;1493.00;-3.03;0
1;coastal_bunker;3311.00;9.70;1474.00;-2.50;0
1;coastal_bunker;3318.00;9.70;1486.00;-3.14;0
1;coastal_bunker;3244.00;9.80;1437.00;-3.70;0
1;coastal_bunker;3355.00;9.75;1505.00;-3.39;0
1;coastal_bunker;3349.00;9.50;1504.00;-2.50;0
1;coastal_bunker;3263.00;9.75;1443.00;-3.61;0
1;coastal_bunker;3302.00;9.53;1465.00;-2.43;0
1;coastal_bunker;3274.00;9.80;1443.00;-3.03;0
1;coastal_bunker;3289.00;9.75;1450.00;-2.55;0
1;coastal_bunker;3248.00;9.53;1442.00;-2.65;0
1;dockyard;3328.00;9.75;1489.00;-3.14;0
1;anti_air_building;3241.00;9.88;1438.00;2.85;0
1;anti_air_building;3364.00;10.20;1465.00;0.69;0
1;anti_air_building;3325.00;10.68;1446.00;1.90;0
1;synthetic_refinery;3307.00;10.23;1452.00;4.91;0
1;fuel_silo;3306.00;9.95;1461.00;1.29;0
1;radar_station;3307.00;10.43;1447.00;4.93;0
1;rocket_site;3334.00;10.43;1458.00;0.34;0
1;nuclear_reactor;3334.00;10.00;1468.00;3.36;0
1;floating_harbor;3369.70;9.50;1510.79;-0.24;196
1;floating_harbor;3275.23;9.50;1450.96;0.11;289
1;floating_harbor;3292.44;9.50;1464.31;0.71;425
1;floating_harbor;3341.80;9.50;1504.60;0.64;451
1;floating_harbor;3244.68;9.50;1449.16;0.49;513
1;floating_harbor;3332.23;9.50;1496.96;0.11;614
1;floating_harbor;3320.00;9.50;1493.00;0.00;813
1;floating_harbor;3303.80;9.50;1477.60;0.64;819
1;floating_harbor;3266.13;9.50;1449.26;-0.46;833
1;floating_harbor;3283.12;9.50;1454.82;0.59;834
2;arms_factory;2711.00;9.95;603.00;5.08;0
2;arms_factory;2741.00;9.90;592.00;2.92;0
2;arms_factory;2717.00;10.12;647.00;5.58;0
2;arms_factory;2745.00;9.90;611.00;1.96;0
2;arms_factory;2728.00;9.80;593.00;4.98;0
2;arms_factory;2720.00;9.80;615.00;6.19;0
2;industrial_complex;2739.00;9.82;593.00;4.03;0
2;industrial_complex;2746.00;9.80;591.00;0.41;0
2;industrial_complex;2726.00;9.82;644.00;1.97;0
2;industrial_complex;2723.00;9.80;595.00;4.63;0
2;industrial_complex;2713.00;10.10;635.00;2.47;0
2;industrial_complex;2736.00;9.80;616.00;5.14;0
2;air_base;2743.00;9.82;594.00;0.41;0
2;supply_node;2761.00;9.90;588.00;5.16;0
2;supply_node;2732.00;9.90;603.00;1.82;0
2;supply_node;2721.00;9.70;593.00;3.29;0
2;supply_node;2723.00;9.98;626.00;1.05;0
2;supply_node;2762.00;9.90;602.00;3.99;0
2;supply_node;2745.00;9.88;601.00;5.47;0
2;supply_node;2714.00;10.18;650.00;2.12;0
2;supply_node;2724.00;9.90;647.00;4.71;0
2;supply_node;2714.00;10.20;638.00;1.36;0
2;supply_node;2725.00;9.88;636.00;4.29;0
2;supply_node;2747.00;9.80;614.00;0.59;0
2;supply_node;2715.00;9.98;617.00;3.53;0
2;supply_node;2735.00;9.80;613.00;5.01;0
2;supply_node;2722.00;9.93;608.00;2.76;0
2;supply_node;2714.00;10.00;603.00;5.70;0
2;supply_node;2735.00;9.80;593.00;0.90;0
2;supply_node;2743.00;9.78;585.00;4.94;0
2;naval_base;2772.00;9.53;600.00;-4.07;1298
2;naval_base;2749.00;9.75;592.00;0.90;1298
2;naval_base;2767.00;9.50;587.00;-0.79;1298
2;naval_base;2746.00;9.53;582.00;0.98;1298
2;naval_base;2733.00;9.57;625.00;1.03;1298
2;naval_base;2736.00;9.78;617.00;-3.46;1298
2;naval_base;2747.00;9.80;619.00;-3.61;1298
2;naval_base;2721.00;9.57;619.00;1.57;1298
2;naval_base;2716.00;9.50;597.00;0.17;1298
2;naval_base;2715.00;9.50;589.00;-0.93;1298
2;naval_base;2722.00;9.78;614.00;-3.68;1298
2;naval_base;2727.00;9.80;631.00;1.25;1735
2;naval_base;2727.00;9.75;642.00;1.57;1735
2;naval_base;2733.00;9.50;588.00;-0.64;1298
2;bunker;2753.00;9.80;610.00;5.37;0
2;bunker;2743.00;9.80;613.00;3.21;0
2;bunker;2721.00;9.85;610.00;6.23;0
2;bunker;2721.00;10.00;645.00;1.16;0
2;bunker;2718.00;10.00;625.00;5.28;0
2;bunker;2756.00;9.80;602.00;0.55;0
2;bunker;2715.00;10.20;634.00;3.22;0
2;bunker;2726.00;9.80;593.00;5.88;0
2;bunker;2723.00;9.88;650.00;3.73;0
2;bunker;2716.00;9.98;623.00;3.83;0
2;bunker;2737.00;9.80;614.00;1.67;0
2;bunker;2768.00;9.85;591.00;4.33;0
2;bunker;2717.00;9.90;609.00;0.71;0
2;bunker;2725.00;9.82;634.00;3.73;0
2;bunker;2733.00;9.90;603.00;0.11;0
2;bunker;2732.00;9.80;593.00;2.78;0
2;bunker;2741.00;9.75;586.00;5.44;0
2;coastal_bunker;2729.00;9.75;639.00;1.25;0
2;coastal_bunker;2772.00;9.53;598.00;-4.07;0
2;coastal_bunker;2718.00;9.70;590.00;-0.93;0
2;coastal_bunker;2721.00;9.80;614.00;-3.68;0
2;coastal_bunker;2722.00;9.78;621.00;1.03;0
2;coastal_bunker;2721.00;9.78;615.00;1.57;0
2;coastal_bunker;2738.00;9.78;617.00;-3.46;0
2;coastal_bunker;2766.00;9.55;587.00;-0.79;0
2;coastal_bunker;2747.00;9.80;619.00;-3.61;0
2;coastal_bunker;2749.00;9.78;584.00;0.98;0
2;coastal_bunker;2749.00;9.73;595.00;0.90;0
2;coastal_bunker;2734.00;9.50;587.00;-0.64;0
2;coastal_bunker;2727.00;9.75;644.00;1.57;0
2;coastal_bunker;2715.00;9.50;597.00;0.17;0
2;dockyard;2757.00;9.50;599.00;-4.07;0
2;anti_air_building;2714.00;10.05;619.00;4.40;0
2;anti_air_building;2720.00;9.90;603.00;0.79;0
2;anti_air_building;2741.00;9.88;596.00;4.91;0
2;synthetic_refinery;2723.00;9.88;650.00;0.18;0
2;fuel_silo;2766.00;9.85;589.00;2.85;0
2;radar_station;2739.00;9.73;618.00;1.28;0
2;rocket_site;2722.00;10.00;605.00;1.90;0
2;nuclear_reactor;2744.00;9.80;597.00;4.91;0
2;floating_harbor;2755.05;9.50;582.05;-3.93;231
2;floating_harbor;2711.40;9.50;585.80;-4.07;444
2;floating_harbor;2734.00;9.50;619.40;-2.11;464
2;floating_harbor;2771.60;9.50;609.20;-0.93;613
2;floating_harbor;2755.47;9.50;592.63;-2.25;703
2;floating_harbor;2734.00;9.50;647.00;-1.57;1039
2;floating_harbor;2734.64;9.50;632.79;-1.89;1042
2;floating_harbor;2751.13;9.50;622.26;-0.46;1045
2;floating_harbor;2728.00;9.50;617.00;-1.57;1047
2;floating_harbor;2738.21;9.50;622.64;-0.32;1048
2;floating_harbor;2728.60;9.50;619.00;-0.54;1049
2;floating_harbor;2745.00;9.50;567.00;-2.36;1051
2;floating_harbor;2727.80;9.50;583.40;-3.79;1055
3;arms_factory;2954.00;10.10;1649.00;5.58;0
3;arms_factory;2954.00;9.90;1682.00;1.96;0
3;arms_factory;2950.00;10.03;1617.00;4.98;0
3;arms_factory;2942.00;9.95;1676.00;6.19;0
3;arms_factory;2960.00;10.15;1644.00;4.03;0
3;arms_factory;2949.00;10.30;1694.00;0.41;0
3;industrial_complex;2950.00;10.00;1682.00;1.97;0
3;industrial_complex;2935.00;9.88;1628.00;4.63;0
3;industrial_complex;2973.00;10.00;1580.00;2.47;0
3;industrial_complex;3005.00;9.95;1592.00;5.14;0
3;industrial_complex;2981.00;9.95;1609.00;0.41;0
3;industrial_complex;2937.00;9.85;1681.00;4.54;0
3;air_base;2948.00;10.05;1704.00;0.92;0
3;supply_node;2955.00;9.95;1616.00;3.29;0
3;supply_node;2943.00;10.05;1626.00;1.05;0
3;supply_node;2953.00;10.12;1694.00;3.99;0
3;supply_node;2950.00;9.80;1585.00;5.47;0
3;supply_node;2974.00;10.03;1577.00;2.12;0
3;supply_node;2955.00;9.90;1664.00;4.71;0
3;supply_node;2984.00;9.90;1613.00;1.36;0
3;supply_node;2934.00;9.85;1652.00;4.29;0
3;supply_node;3012.00;9.85;1599.00;0.59;0
3;supply_node;2936.00;9.80;1682.00;3.53;0
3;supply_node;2957.00;9.98;1653.00;5.01;0
3;supply_node;2941.00;9.90;1667.00;2.76;0
3;supply_node;2993.00;9.90;1578.00;5.70;0
3;supply_node;2963.00;9.80;1636.00;0.90;0
3;supply_node;2935.00;10.03;1637.00;4.94;0
3;supply_node;2941.00;9.95;1603.00;0.13;0
3;supply_node;2946.00;10.00;1682.00;3.07;0
3;supply_node;2938.00;9.90;1615.00;0.83;0
3;supply_node;2966.00;9.80;1696.00;2.31;0
3;supply_node;3000.00;9.85;1594.00;5.24;0
3;supply_node;2969.00;9.80;1707.00;1.55;0
3;supply_node;2959.00;10.05;1705.00;4.48;0
3;supply_node;2947.00;10.10;1702.00;1.13;0
3;supply_node;2959.00;9.88;1685.00;3.71;0
3;supply_node;2909.00;9.80;1674.00;0.37;0
3;supply_node;2955.00;9.90;1676.00;1.85;0
3;supply_node;2943.00;10.00;1651.00;5.89;0
3;supply_node;2922.00;9.85;1653.00;2.54;0
3;supply_node;2963.00;9.98;1645.00;4.02;0
3;supply_node;2951.00;10.05;1644.00;1.78;0
3;supply_node;2949.00;10.10;1634.00;3.25;0
3;supply_node;2934.00;9.80;1626.00;6.19;0
3;supply_node;3002.00;9.82;1609.00;2.49;0
3;supply_node;3021.00;9.80;1604.00;5.43;0
3;supply_node;2983.00;9.80;1602.00;2.08;0
3;supply_node;2950.00;9.90;1592.00;4.67;0
3;supply_node;2954.00;9.88;1576.00;1.32;0
3;supply_node;2958.00;9.85;1567.00;2.80;0
3;supply_node;2971.00;9.98;1563.00;0.55;0
3;supply_node;2961.00;9.80;1557.00;3.49;0
3;supply_node;3051.00;10.00;1719.00;4.97;0
3;supply_node;3011.00;9.82;1719.00;2.73;0
3;supply_node;3019.00;9.50;1635.00;4.20;0
3;supply_node;3012.00;9.75;1630.00;0.86;0
3;naval_base;2934.00;9.50;1614.00;-1.57;1944
3;naval_base;2962.00;9.50;1615.00;0.67;1944
3;naval_base;2919.00;9.82;1668.00;-2.94;1167
3;naval_base;3046.00;9.50;1732.00;-2.96;1807
3;naval_base;2971.00;9.70;1604.00;-0.98;1944
3;naval_base;2965.00;9.50;1630.00;0.79;1246
3;naval_base;2935.00;9.50;1669.00;-1.85;1167
3;naval_base;2963.00;9.75;1684.00;1.11;1246
3;naval_base;3006.00;9.53;1610.00;-3.61;1479
3;naval_base;2979.00;9.78;1589.00;-2.47;1944
3;naval_base;2996.00;9.55;1613.00;-3.61;1479
3;naval_base;3014.00;9.50;1627.00;-1.57;1479
3;naval_base;2912.00;9.50;1666.00;-3.14;1167
3;naval_base;2951.00;9.50;1576.00;-0.79;1944
3;naval_base;2966.00;9.50;1689.00;1.25;1246
3;naval_base;2927.00;9.80;1656.00;-2.60;1167
3;naval_base;2930.00;9.50;1634.00;-1.25;1944
3;naval_base;2920.00;9.50;1697.00;-1.86;1167
3;naval_base;2967.00;9.57;1567.00;-2.36;1944
3;naval_base;3011.00;9.80;1721.00;-1.57;1246
3;naval_base;2971.00;9.50;1705.00;-4.25;1246
3;naval_base;2962.00;9.78;1661.00;-4.39;1246
3;naval_base;3029.00;9.75;1602.00;-3.61;1479
3;naval_base;2955.00;9.80;1595.00;-3.93;1944
3;naval_base;2966.00;9.80;1650.00;1.57;1246
3;naval_base;3010.00;9.75;1607.00;-3.03;1479
3;naval_base;2960.00;9.82;1570.00;-4.12;1944
3;naval_base;2933.00;9.53;1678.00;-1.89;1167
3;naval_base;2959.00;9.50;1558.00;-1.57;1944
3;naval_base;2964.00;9.75;1656.00;-4.31;1246
3;naval_base;2947.00;9.53;1588.00;-1.89;1944
3;naval_base;2930.00;9.50;1632.00;-2.03;1944
3;naval_base;2954.00;9.57;1629.00;0.88;1479
3;naval_base;2942.00;9.50;1599.00;0.00;1944
3;naval_base;2961.00;9.53;1673.00;1.33;1246
3;naval_base;3021.00;9.50;1635.00;-3.93;1479
3;naval_base;2953.00;9.82;1627.00;-4.53;1479
3;naval_base;2981.00;9.80;1589.00;-2.36;1944
3;bunker;2991.00;9.78;1596.00;0.86;0
3;bunker;2950.00;10.03;1670.00;3.52;0
3;bunker;2942.00;10.10;1613.00;1.36;0
3;bunker;2944.00;10.25;1633.00;4.03;0
3;bunker;2947.00;10.10;1648.00;5.59;0
